01R02	Aforo Azud de Abanilla	Abanilla	Murcia	C	Punto de Control en Canal	\N	0101000020E6640000A8C64BF7D77D2441DF4F8D37F51F5041
01U01	Impulsión de Alhama	Alhama de Murcia	Murcia	I	Impulsión	\N	0101000020E6640000000000006E93234100000000E2FD4F41
01X01	Acequia de Churra (Sica)	Murcia	Murcia	X	Acequia	\N	0101000020E6640000000000004A0B2441000000006C0C5041
01X02	Aporte Nº 1 JJHH Murcia-Acq.Barreras-Toma (Sica)	Murcia	Murcia	X	Acequia	\N	0101000020E6640000000000009C0B244100000040090C5041
01X03	Aporte Nº 2 JJHH Murcia-Acq.Aljufía-Toma (Sica)	Murcia	Murcia	X	Acequia	\N	0101000020E664000000000000F618244100000080360B5041
02A01	Aforo en rio Segura(Almadenes)	Cieza	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000000000000601D234100000000FF255041
02A02	Aforo en rio Segura(Ojós)	Ojós	Murcia	A	Punto de Control en Cauce	\N	0101000020E66400000000000088B2234100000000B41C5041
02A03	Aforo río Segura en Menjú	Cieza	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000000000000DC7D2341000000004F245041
02A04	Aforo en río Segura (Blanca)	Blanca	Murcia	A	Punto de Control en Cauce	\N	0101000020E6640000C74B37A916982341CEAACF15CB1F5041
02A05	Aforo río Argos (Ab. Emb. Argos)	Calasparra	Murcia	A	Punto de Control en Cauce	\N	0101000020E66400000000000020C72241000000C0F7255041
02C01	Aforo en cabecera CPMI	Ulea	Murcia	C	Punto de Control en Canal	\N	0101000020E664000000000000F2CC2341000000C0241C5041
02C02	Aforo en CPMD	Ricote	Murcia	C	Punto de Control en Canal	\N	0101000020E66400000000000074A5234100000080D51C5041
02C03	Salida del Mayés (Trasvase)	Ojós	Murcia	C	Punto de Control en Canal	\N	0101000020E664000000000000289A2341000000C052185041
02E01	Embalse de Mayés	Ojós	Murcia	E	Embalse	\N	0101000020E664000000000000289A2341000000C052185041
02E02	Embalse de Argos	Cehegín	Murcia	E	Embalse	\N	0101000020E664000000000000ACA4224100000040811E5041
02E03	Embalse de Alfonso XIII	Calasparra	Murcia	E	Embalse	\N	0101000020E664000000000000520023410000004047245041
02E04	Embalse de Moro	Cieza	Murcia	E	Embalse	\N	0101000020E664000000000000B89E2341000000007D255041
02E05	Embalse del Judío	Cieza	Murcia	E	Embalse	\N	0101000020E6640000000000009470234100000000CA2A5041
02E06	Embalse del Cárcabo	Cieza	Murcia	E	Embalse	\N	0101000020E66400000000000058312341000000C01D245041
02E07	Embalse de La Risca	Moratalla	Murcia	E	Embalse	\N	0101000020E66400000000000056C02141000000C078205041
02E08	Embalse de Moratalla	Moratalla	Murcia	E	Embalse	\N	0101000020E6640000000000004E992241000000C04E265041
02I01	Impulsión de Ulea a ETAP Sierra de la Espada	Molina de Segura	Murcia	I	Impulsión	\N	0101000020E6640000000000005AB42341000000C0441B5041
02M01	Estación Meteorológica El Carche (AMETSE)	Jumilla	Murcia	M	Estación Meteorológica	\N	0101000020E664000000000000C022244100000000F83C5041
02M02	Estación Meteorológica Las Puntillas - Jumilla	Jumilla	Murcia	M	Estación Meteorológica	\N	0101000020E6640000000000000488234100000000F1455041
02M03	Estación Meteorológica Caravaca	Caravaca de la Cruz	Murcia	M	Estación Meteorológica	\N	0101000020E6640000666666E6905222418FC2F5A853175041
02O01	Marco de control en rio Moratalla	Moratalla	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000000000000F49F2241000000C0E1265041
02O03	Marco de control en rambla del Tinajón	Ulea	Murcia	A	Punto de Control en Cauce	\N	0101000020E6640000000000006EDF234100000040E91B5041
02P01	Pluviómetro en Jumilla	Jumilla	Murcia	P	Pluviómetro Aislado	\N	0101000020E66400000000000064BC234100000000F53D5041
02P02	Pluviómetro en la Zarza	Abanilla	Murcia	P	Pluviómetro Aislado	\N	0101000020E664000000000000C643244100000000322F5041
02P03	Pluviómetro en Las Caras	Ricote	Murcia	P	Pluviómetro Aislado	\N	0101000020E664000000000000EA3A234100000040BE1D5041
02P04	Pluviómetro en Tarragoya	Caravaca de la Cruz	Murcia	P	Pluviómetro Aislado	\N	0101000020E6640000000000002EDE21410000008097055041
02P05	Pluviómetro en Las Casas de Navarro	Caravaca de la Cruz	Murcia	P	Pluviómetro Aislado	\N	0101000020E6640000000000003AD521410000008073175041
02P06	Pluviómetro en La Venta del Olivo	Cieza	Murcia	P	Pluviómetro Aislado	\N	0101000020E6640000000000006A4F2341000000C0D92E5041
02P07	Pluviómetro en Campo de San Juan	Moratalla	Murcia	P	Pluviómetro Aislado	\N	0101000020E664000000000000EEAC2141000000C0131F5041
02P08	Pluviómetro en Casas de los Agüeros	Jumilla	Murcia	P	Pluviómetro Aislado	\N	0101000020E66400000000000078B8234100000000574B5041
02Q01	SAICA - Segura en Baños de Archena	Archena	Murcia	Q	Calidad de Aguas	\N	0101000020E66400009A999999BACB2341713D0A17881A5041
02Q02	SAICA - Segura en Azud de Ojos	Blanca	Murcia	Q	Calidad de Aguas	\N	0101000020E66400003D0AD7A336AA23415C8FC295271E5041
02Q03	SAICA - Segura en Cieza	Cieza	Murcia	Q	Calidad de Aguas	\N	0101000020E66400007B14AE473373234108AC1CB21F265041
02R01	Aforo en rio Segura(Cieza)	Cieza	Murcia	A	Punto de Control en Cauce	\N	0101000020E6640000000000004E7323410000000022265041
02R02	Aforo en rio Segura(Archena)	Archena	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000000000000A8CB2341000000C08C1A5041
02S01	Embalse de Ojós	Blanca	Murcia	E	Embalse	\N	0101000020E6640000000000007EAA2341000000C02F1E5041
02X08	Acequia de Ojós Villanueva	Ojós	Murcia	X	Acequia	\N	0101000020E664000000000000B4B0234100000080031C5041
02X10	Acequia de Archena - Toma (Sica)	Ulea	Murcia	X	Acequia	\N	0101000020E6640000000000008ABC234100000040621B5041
02X13	Acequia Mayor de Alguazas - Toma (Sica)	Archena	Murcia	X	Acequia	\N	0101000020E664000000000000C6D2234100000040AD185041
02X14	Acequia Mayor de Molina - Toma Efectiva (Sica)	Archena	Murcia	X	Acequia	\N	0101000020E66400000000000048D32341000000804D185041
02X15	Acequia de Blanca Cola	Blanca	Murcia	X	Acequia	\N	0101000020E664000000000000DC9D234100000080EB1F5041
02X16	Acequia Noria D.García	Abarán	Murcia	X	Acequia	\N	0101000020E664000000000000AE8323410000000096235041
02X17	Acequia del Esparragal - Toma (Sica)	Calasparra	Murcia	X	Acequia	\N	0101000020E6640000000000006ADA224100000040D3275041
02X18	Acequia del Horno (Sica)	Cieza	Murcia	X	Acequia	\N	0101000020E6640000FCA9F112BA37234104560E65F4255041
02X19	Acequia de Blanca (Sica)	Abarán	Murcia	X	Acequia	\N	0101000020E66400000C022B8710862341AE47E1F2B4225041
02X20	Acequia de Abarán (Sica)	Abarán	Murcia	X	Acequia	\N	0101000020E66400006891ED3C09862341A245B64BB3225041
02X21	Cola acequia de la Muralla (Sica)	Caravaca de la Cruz	Murcia	X	Acequia	\N	0101000020E664000000000000C0FB2141000000C0A3105041
02X22	Manantial La Muralla (Sica)	Caravaca de la Cruz	Murcia	X	Acequia	\N	0101000020E66400000000000002ED214100000080E7135041
03A01	Aforo en impulsión de Calasparra	Calasparra	Murcia	I	Impulsión	\N	0101000020E6640000FED478A9A0BB22413BDF4F2552285041
03A02	Aforo en río Segura en Bayo	Calasparra	Murcia	A	Punto de Control en Cauce	\N	0101000020E6640000000000002AC1224100000000F92A5041
03A03	Aforo en Calasparra	Calasparra	Murcia	A	Punto de Control en Cauce	\N	0101000020E6640000E17A142E67BA2241C976BECF2C275041
03A04	Aforo río Mundo (Azaraque)	Hellín	Albacete	A	Punto de Control en Cauce	\N	0101000020E6640000000000002CD42241000000C00E385041
03A05	Aforo río Mundo (Liétor)	Liétor	Albacete	A	Punto de Control en Cauce	\N	0101000020E664000000000000B80322410000008084465041
03A06	Aforo en cabecera del río Mundo, Riópar	Riópar	Albacete	A	Punto de Control en Cauce	\N	0101000020E664000021B0722819F52041D9CEF7E3DF3F5041
03A07	Aforo en el río Bogarra, Bogarra	Bogarra	Albacete	A	Punto de Control en Cauce	\N	0101000020E6640000713D0AD7775B2141A01A2FBD5B4A5041
03C01	Final Canal de Hellín, entrada ETAP (Sica)	Hellín	Albacete	C	Punto de Control en Canal	\N	0101000020E66400000000000034A72241000000404B425041
03E02	Embalse de Talave	Liétor	Albacete	E	Embalse	\N	0101000020E6640000000000008646224100000080E5425041
03E03	Embalse de Camarillas	Hellín	Albacete	E	Embalse	\N	0101000020E664000000000000A0DC2241000000C00B315041
03E04	Embalse de los Charcos	Tobarra	Albacete	E	Embalse	\N	0101000020E6640000000000001EB62241000000004F525041
03E05	Embalse del Bayco	Ontur	Albacete	E	Embalse	\N	0101000020E664000000000000663F2341000000C09E515041
03E06	Embalse del Boquerón	Hellín	Albacete	E	Embalse	\N	0101000020E664000091ED7C7F258D22413108ACA48D445041
03L01	Aforo en la cola del A.T.S.	Liétor	Albacete	C	Punto de Control en Canal	\N	0101000020E664000000000000A22022410000004020485041
03M01	Marco de Control Rambla de Minateda	Hellín	Albacete	A	Punto de Control en Cauce	\N	0101000020E664000000000000ECE22241000000C089375041
03M03	Estación Meteorológica Paterna Madera	Paterna del Madera	Albacete	M	Estación Meteorológica	\N	0101000020E6640000000000009CFD204100000000FE4B5041
03P01	Pluviómetro en Tobarra	Tobarra	Albacete	P	Pluviómetro Aislado	\N	0101000020E6640000000000002EBC224100000000FB4C5041
03P02	Pluviómetro en Minateda	Hellín	Albacete	P	Pluviómetro Aislado	\N	0101000020E664000000000000EA0B234100000040173F5041
03P03	Pluviómetro ( Serratilla )	Calasparra	Murcia	P	Pluviómetro Aislado	\N	0101000020E664000000000000D0B322410000008069295041
03Q01	SAICA - Mundo en Azaraque	Hellín	Albacete	Q	Calidad de Aguas	\N	0101000020E6640000A4703D0ABBE022410AD7A3202F375041
03R02	Aforo rio Mundo(aguas abajo de Talave)	Hellín	Albacete	A	Punto de Control en Cauce	\N	0101000020E664000000000000084F2241000000803A425041
03R03	Río Mundo - Azud de Lietor	Liétor	Albacete	A	Punto de Control en Cauce	\N	0101000020E664000000000000F80F224100000000C5455041
03R04	Aforo río Mundo (Aguas Abajo Camarillas)	Hellín	Albacete	A	Punto de Control en Cauce	\N	0101000020E66400000000000078D3224100000000DF2E5041
03X05	Acequia de Berberín	Calasparra	Murcia	X	Acequia	\N	0101000020E664000004560EADEDB822415839B43089275041
03X06	Acequia de Tavizna - Toma (Sica)	Hellín	Albacete	X	Acequia	\N	0101000020E664000000000000748D2241000000C08F3D5041
03X07	Acequia de Tavizna - Cola efectiva (Sica)	Hellín	Albacete	X	Acequia	\N	0101000020E664000000000000FE9E2241000000C06A3A5041
03X08	Acequia de Rotas (Sica)	Calasparra	Murcia	X	Acequia	\N	0101000020E6640000DF4F8D17B1BB2241E17A14AE5E285041
03Z01	B.E.S. Sinclinal de Calasparra	Calasparra	Murcia	Z	Pozo Sondeo	\N	0101000020E664000000000000BAF022410000008091265041
04A01	Aforo rio Taibilla(confluen. con Segura)	Letur	Albacete	A	Punto de Control en Cauce	\N	0101000020E6640000273108EC3E8621414E62105039365041
04A02	Aforo rio Segura(aguas abajo de Cenajo)	Hellín	Albacete	A	Punto de Control en Cauce	\N	0101000020E664000000000000D489224100000080D4335041
04A03	Aforo rio Segura(aguas abajo Fuensanta)	Yeste	Albacete	A	Punto de Control en Cauce	\N	0101000020E664000000000000E85D21410000004077365041
04A04	Aforo río Segura (El Gallego)	Elche de la Sierra	Albacete	A	Punto de Control en Cauce	\N	0101000020E66400000000000092E3214100000080FB375041
04A05	Marco de Control en Las Juntas, Río Segura	Santiago de la Espa	Jaén	A	Punto de Control en Cauce	\N	0101000020E6640000000000005EB72041000000C005235041
04A06	Marco de Control La Graya, Río Segura	Yeste	Albacete	A	Punto de Control en Cauce	\N	0101000020E664000017D9CEB74F002141BC7493B8BC2C5041
04A07	Aforo río Tus, Balneario de Tus	Yeste	Albacete	A	Punto de Control en Cauce	\N	0101000020E664000000000000CACE20410000000076335041
04C01	Balsón del túnel Talave-Cenajo	Liétor	Albacete	C	Punto de Control en Canal	\N	0101000020E664000000000000A846224100000000B73A5041
04C02	Salida del túnel Talave-Cenajo, Aguas Calientes	Férez	Albacete	C	Punto de Control en Canal	\N	0101000020E664000023DBF97E4E382241E7FBA909D4385041
04E04	Embalse de Anchuricas	Santiago de la Espa	Jaén	E	Embalse	\N	0101000020E6640000BC7493D88182204183C0CAA18E215041
04E05	Embalse de La Vieja o La Novia	Santiago de la Espa	Jaén	E	Embalse	\N	0101000020E66400006210587939B520417B14AE37881E5041
04E06	Embalse del Taibilla	Nerpio	Albacete	E	Embalse	\N	0101000020E6640000000000009A3B2141000000406A205041
04L01	Aforo en cabecera canal alto de Taibilla	Nerpio	Albacete	C	Punto de Control en Canal	\N	0101000020E664000000000000203321410000008084245041
04M03	Estación Meteorológica Arguellite	Yeste	Albacete	M	Estación Meteorológica	\N	0101000020E66400000AD7A3F0ABC62041EC51B8CE8F2F5041
04M04	Estación Meteorológica Nerpio	Nerpio	Albacete	M	Estación Meteorológica	\N	0101000020E6640000000000001C202141000000007B1B5041
04M05	Estación Meteorológica Santiago de la Espada	Santiago de la Espa	Jaén	M	Estación Meteorológica	\N	0101000020E66400000000000062742041000000802D175041
04N01	Pluvionivómetro en Férez	Férez	Albacete	P	Pluviómetro Aislado	\N	0101000020E6640000000000007AF02141000000408A315041
04N02	Pluvionivómetro en Don Domingo	Santiago de la Espa	Jaén	P	Pluviómetro Aislado	\N	0101000020E6640000000000000E31204100000000720E5041
04Q01	SAICA - Segura en El Cenajo	Hellín	Albacete	Q	Calidad de Aguas	\N	0101000020E6640000F6285C0FD7892241666666E6D0335041
04S02	Embalse de Fuensanta	Yeste	Albacete	E	Embalse	\N	0101000020E664000000000000745F21410000000001365041
04S03	Embalse de Cenajo	Moratalla	Murcia	E	Embalse	\N	0101000020E664000000000000E68522410000008069335041
05A01	Marco Control río Guadalentín Salabosque	Murcia	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000000000000DE3B24410000004027075041
05A02	Marco de Control en la Escarihuela, Rbla Charcon	Lorca	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000000000000C0B5224100000000F2A84F41
05A03	Marco de Control en Pulpí, Rbla Charcones	Pulpí	Almería	A	Punto de Control en Cauce	\N	0101000020E66400000000000076A7224100000080C5994F41
05A04	Marco de Control en Rambla del Pinar	Cuevas del Almanzor	Almería	A	Punto de Control en Cauce	\N	0101000020E664000000000000D49922410000008039904F41
05A05	Marco de Control en Rambla de Guazamara	Cuevas del Almanzor	Almería	A	Punto de Control en Cauce	\N	0101000020E664000000000000508D224100000080918A4F41
05A06	Marco de Control en Rambla las Gachas	Cuevas del Almanzor	Almería	A	Punto de Control en Cauce	\N	0101000020E66400000C022B47639122418FC2F5A8E8864F41
05A07	Marco de Control en Rambla Canalejas (Los Lobos)	Cuevas del Almanzor	Almería	A	Punto de Control en Cauce	\N	0101000020E664000000000000D499224100000000A7824F41
05A08	Marco de Control en el río Almanzora	Cuevas del Almanzor	Almería	A	Punto de Control en Cauce	\N	0101000020E664000000000000C49022410000000018744F41
05A09	Marco de Control en Chirivel, Rambla de Chirivel	Chirivel	Almería	A	Punto de Control en Cauce	\N	0101000020E6640000000000003A3B214100000080F5BE4F41
05A10	Marco de Control en Rambla Chirivel, Vélez Rubio	Vélez Rubio	Almería	A	Punto de Control en Cauce	\N	0101000020E66400000000000098CA21410000000056CA4F41
05A11	Marco de Control Rio Chico, Vélez Rubio	Vélez Rubio	Almería	A	Punto de Control en Cauce	\N	0101000020E6640000000000001EBD214100000080B4CC4F41
05A12	Marco Control en Barranco la Fuente, Vélez Blanc	Vélez Blanco	Almería	A	Punto de Control en Cauce	\N	0101000020E6640000000000004CB1214100000000A5D44F41
05C01	Aforo en cola CPMD	Lorca	Murcia	C	Punto de Control en Canal	\N	0101000020E664000000000000068C22410000000036A44F41
05C02	Aforo Canal CPMD entrada a Lorca	Lorca	Murcia	C	Punto de Control en Canal	\N	0101000020E66400000000000076DE224100000080F5D64F41
05E02	Embalse de Valdeinfierno	Lorca	Murcia	E	Embalse	\N	0101000020E664000000000000880922410000000005ED4F41
05E03	Embalse de Puentes	Lorca	Murcia	E	Embalse	\N	0101000020E664000000000000A86E2241000000808FDE4F41
05M01	Estación Meteorológica El Mojonar (AMETSE)	Chirivel	Almería	M	Estación Meteorológica	\N	0101000020E664000000000000965D214100000080C0CA4F41
05N01	Pluvionivómetro en Maria	María	Almería	P	Pluviómetro Aislado	\N	0101000020E6640000000000001C85214100000080BCD84F41
05O01	Marco de control en Puerto Lumbreras	Puerto Lumbreras	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000000000000DC75224100000000A8B84F41
05P01	Pluviómetro en Zarzadilla de Totana	Lorca	Murcia	P	Pluviómetro Aislado	\N	0101000020E664000000000000ECCC22410000000092F84F41
05P02	Pluviómetro en Doña Inés	Lorca	Murcia	P	Pluviómetro Aislado	\N	0101000020E6640000000000006E6322410000008002015041
05P03	Pluviómetro en la Venta del Castillo	Lorca	Murcia	P	Pluviómetro Aislado	\N	0101000020E664000000000000D8F5214100000080A6D34F41
05P04	Pluviómetro cabecera rambla de Nogalte	Lorca	Murcia	P	Pluviómetro Aislado	\N	0101000020E66400000000000088152241000000004DC34F41
05R01	Aforo Guadalentin(Lorca) y partidor CPMD	Lorca	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000000000000F8C7224100000000D8D14F41
06A01	Marco de Control en La Puebla , Rbla Albujón	Cartagena	Murcia	A	Punto de Control en Cauce	\N	0101000020E66400000000000028DE244100000000EEDD4F41
06A02	Marco de Control en Pozo Estrecho, Rbla Albujón	Cartagena	Murcia	A	Punto de Control en Cauce	\N	0101000020E66400000000000090B12441000000805FDE4F41
06A03	Marco de control en Rambla del Albujón	Cartagena	Murcia	A	Punto de Control en Cauce	\N	0101000020E6640000000000007481244100000080A6DD4F41
06A04	Marco de Control en El Estrecho, Rbla Albujón	Cartagena	Murcia	A	Punto de Control en Cauce	\N	0101000020E6640000000000002E5924410000008074DE4F41
06A05	Marco de Control en Fuente Álamo, Rbla Albujón	Fuente Álamo	Murcia	A	Punto de Control en Cauce	\N	0101000020E6640000000000009E2C244100000080DDDD4F41
06A06	Marco de Control en Los Cegarras, Rbla de la Mur	Fuente Álamo	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000000000000183F2441000000003AE44F41
06A07	Marco de Control en RM332, Rbla Moreras	Mazarrón	Murcia	A	Punto de Control en Cauce	\N	0101000020E6640000000000007ECB23410000008006C04F41
06A08	Marco de Control en Las Hermanillas, Rbla Morera	Mazarrón	Murcia	A	Punto de Control en Cauce	\N	0101000020E6640000000000007CB823410000000002CA4F41
06A09	Marco de Control en Camposol, Rbla Moreras	Mazarrón	Murcia	A	Punto de Control en Cauce	\N	0101000020E66400000000000006B3234100000000B8D14F41
06A10	Marco de Control en RM315, Rbla Moreras	Totana	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000000000000928123410000008034DB4F41
06A11	Marco de Control en Los Patojos, Rbla Benipila	Cartagena	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000000000000169C24410000008003C84F41
06A12	Marco de Control en Canteras, Rbla Canteras	Cartagena	Murcia	A	Punto de Control en Cauce	\N	0101000020E6640000000000003887244100000000B0C54F41
06A13	Marco de control en Cedacero, Rbla La Azohía	Cartagena	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000000000000044024410000008030C14F41
06A14	Marco de control en Ramonete, Rbla Miñarros	Lorca	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000000000000305D23410000000043B54F41
06A15	MC. en Casas Estrechas, Rbla Cab.Negro	Cartagena	Murcia	A	Punto de Control en Cauce	\N	0101000020E6640000000000004675244100000080E1C44F41
06A16	MC. en Loma de Escribano, Rbla Minglano Cañarete	Águilas	Murcia	A	Punto de Control en Cauce	\N	0101000020E6640000000000005EF6224100000080459D4F41
06A17	Marco de control en Cope-Águilas, Rbla Quiñonero	Águilas	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000000000000F822234100000080FF994F41
06A18	Desembocadura Rambla del Albujón	Cartagena	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000070CE88D2F90225413F355EDA23DD4F41
06A19	Marco de Control en Rambla de la Maraña - Balsic	Torre Pacheco	Murcia	A	Punto de Control en Cauce	\N	0101000020E66400002FDD2446E4C92441FA7E6A8C08EE4F41
06B01	Elevación El Albujón	San Pedro del Pinat	Murcia	I	Impulsión	\N	0101000020E66400000E2DB21DBF032541D122DB9977DD4F41
06B02	Elevación de Los Narejos	San Pedro del Pinat	Murcia	I	Impulsión	\N	0101000020E664000014AE4761271625410681951313E94F41
06B03	Elevación de El Mojón	San Pedro del Pinat	Murcia	I	Impulsión	\N	0101000020E6640000105839349D3E2541AE47E15A1FF94F41
06L01	Aforo en canal principal campo Cartagena	Pilar de la Horadad	Alicante	C	Punto de Control en Canal	\N	0101000020E6640000000000003E2B254100000000E5025041
06M01	Marco de control en rambla de Benipila	Cartagena	Murcia	A	Punto de Control en Cauce	\N	0101000020E664000014AE47A1B0A92441D7A3702D51C44F41
06P01	Pluviómetro en Cartagena	Cartagena	Murcia	P	Pluviómetro Aislado	\N	0101000020E664000000000000D88C244100000080CDC34F41
06P02	Pluviómetro en Torre Pacheco	Torre Pacheco	Murcia	P	Pluviómetro Aislado	\N	0101000020E66400000000000022A8244100000000D8E34F41
06P03	Pluviómetro en Perín	Cartagena	Murcia	P	Pluviómetro Aislado	\N	0101000020E66400000000000058612441000000802EC84F41
06P04	Pluviómetro en La Murta	Murcia	Murcia	P	Pluviómetro Aislado	\N	0101000020E6640000000000005810244100000000EBF34F41
06P05	Pluviómetro de San Javier (El Mirador)	San Javier	Murcia	P	Pluviómetro Aislado	\N	0101000020E664000000000000A6F624410000000017F74F41
06Z01	Sondeo SM-1 Red Piezométrica Mar Menor	Cartagena	Murcia	Z	Pozo Sondeo	\N	0101000020E6640000C74B3789633E2541A8C64B57FACA4F41
06Z02	Sondeo SM-2 Red Piezométrica Mar Menor	Cartagena	Murcia	Z	Pozo Sondeo	\N	0101000020E66400008B6CE73B6B3E25418FC2F5E88ECD4F41
