02E02C7	02E02	Caudal Total Tomas de Riego+Desag.Fondo Argos	0101000020E66400006DE7FBE9B6A522416F128370AE1E5041	Aforo en canal	C
02E02E1	02E02	Embalse de Argos	0101000020E664000004560E6DF9A42241F4FDD418911E5041	Embalse	E
02E02M1	02E02	Estación Meteorológica E.Argos	0101000020E664000000000000ACA4224100000040811E5041	Estación Meteorologica	M
02E02P1	02E02	Pluviómetro en Embalse de Argos	0101000020E664000000000000ACA4224100000040811E5041	Pluviometro	P
02E02X1	02E02	Acequias de Sahajosa	0101000020E6640000B07268D143A5224146B6F3ADA91E5041	Acequia	X
02E02X2	02E02	Acequia de Juan Bobón	0101000020E66400007D3F359E9DA52241355EBAB1AD1E5041	Acequia	X
02E02X3	02E02	Caudalímetro Comunidad Regantes Goteo	0101000020E6640000560E2DF2A8A522418716D93EAD1E5041	Acequia	X
02E03A1	02E03	Aforo en Río Quipar - Salida Embalse Alfonso XIII	0101000020E6640000273108EC19002341A8C64B9F76245041	Aforo en cauce	A
02E03A2	02E03	Estación Aforo Alfonso XIII	0101000020E6640000105839F4180023411283C0DA76245041	Aforo en cauce	A
02E03E1	02E03	Embalse de Alfonso XIII	0101000020E6640000D34D6210E1FF2241D578E9E653245041	Embalse	E
02E03M1	02E03	Estación Meteorológica E.Alfonso Xlll	0101000020E664000000000000520023410000004047245041	Estación Meteorologica	M
02E03P1	02E03	Pluviómetro en Embalse de Alfonso XIII	0101000020E664000000000000520023410000004047245041	Pluviometro	P
02E04A1	02E04	Aforo en Rbla Moro - Salida Embalse Moro	0101000020E6640000BE9F1AEF439F23416DE7FB916D255041	Aforo en cauce	A
02E04E1	02E04	Embalse de Moro	0101000020E66400001D5A64BB4D9F2341560E2DAA7E255041	Embalse	E
02E04M1	02E04	Estación Meteorológica E.Moro	0101000020E664000000000000B89E2341000000007D255041	Estación Meteorologica	M
02E04P1	02E04	Pluviómetro en Embalse de Moro	0101000020E664000000000000B89E2341000000007D255041	Pluviometro	P
02E05A1	02E05	Aforo en Rbla Judío - Salida Embalse Judío	0101000020E6640000022B8796837023416ABC7453D72A5041	Aforo en cauce	A
02E05E1	02E05	Embalse del Judío	0101000020E66400003108AC1C2B71234139B4C8F6E12A5041	Embalse	E
02E05M1	02E05	Estación Meteorológica E.Judío	0101000020E6640000000000009470234100000000CA2A5041	Estación Meteorologica	M
02E05P1	02E05	Pluviómetro en Embalse del Judío	0101000020E6640000000000009470234100000000CA2A5041	Pluviometro	P
02E06A1	02E06	Aforo en Rbla. Del Cárcabo (salida E. Cárcabo)	0101000020E66400009318041603322341560E2DFA45245041	Aforo en cauce	A
02E06E1	02E06	Embalse del Cárcabo	0101000020E66400001904560E1D32234146B6F3DD39245041	Embalse	E
02E06M1	02E06	Estación Meteorológica E.Cárcabo	0101000020E66400000000000058312341000000C01D245041	Estación Meteorologica	M
02E06P1	02E06	Pluviómetro en Embalse del Cárcabo	0101000020E66400000000000058312341000000C01D245041	Pluviometro	P
02E07A1	02E07	Aforo en río Alhárabe (salida E. La Risca)	0101000020E66400000E2DB21DD0C021417B14AE8F6E205041	Aforo en cauce	A
02E07E1	02E07	Embalse de La Risca	0101000020E6640000EE7C3F7546C02141E17A14C668205041	Embalse	E
02E07M1	02E07	Estación Meteorológica E.La Risca	0101000020E66400000000000056C02141000000C078205041	Estación Meteorologica	M
02E08A1	02E08	Aforo en río(salida E.Moratalla)	0101000020E66400001904564EE39722411904569E65265041	Aforo en cauce	A
02E08E1	02E08	Embalse de Moratalla	0101000020E66400003108AC5C10982241CDCCCC6454265041	Embalse	E
02E08M1	02E08	Estación Meteorológica E.Moratalla	0101000020E6640000000000004E992241000000C04E265041	Estación Meteorologica	M
02I01I2	02I01	Impulsión de Ulea a ETAP Sierra Espada	0101000020E664000010583974FEB42341736891A53F1B5041	Impulsion	I
02I01M1	02I01	Estación Meteorológica I.Ulea	0101000020E6640000000000005AB42341000000C0441B5041	Estación Meteorologica	M
02M01M1	02M01	Estación Meteorológica El Carche (AMETSE)	0101000020E664000000000000C022244100000000F83C5041	Estación Meteorologica	M
02M01P1	02M01	Pluviómetro El Carche (AMETSE)	0101000020E664000000000000C022244100000000F83C5041	Pluviometro	P
02M02M1	02M02	Estación Meteorológica Las Puntillas - Jumilla	0101000020E6640000000000000488234100000000F1455041	Estación Meteorologica	M
02M02P1	02M02	Pluviómetro Las Puntillas - Jumilla	0101000020E6640000000000000488234100000000F1455041	Pluviometro	P
02M03M1	02M03	Estación Meteorológica Caravaca	0101000020E6640000666666E6905222418FC2F5A853175041	Estación Meteorologica	M
02M03P1	02M03	Pluviómetro Caravaca	0101000020E6640000666666E6905222418FC2F5A853175041	Pluviometro	P
02O01A1	02O01	Marco de control en rio Moratalla	0101000020E6640000B81E852B449F2241E7FBA911BA265041	Aforo en cauce	A
02O01M1	02O01	Estación Meteorológica MC Río Moratalla	0101000020E664000000000000F49F2241000000C0E1265041	Estación Meteorologica	M
02O01P1	02O01	Pluviómetro en Río Moratalla	0101000020E664000000000000F49F2241000000C0E1265041	Pluviometro	P
02O03A1	02O03	Marco de control en Rbla del Tinajón	0101000020E6640000C976BEDF97DF23413108ACFCF21B5041	Aforo en cauce	A
