UDA01	2012	2608606.43555555	1136450.74962963	0.0	447378.737484707	633085.871798407	1725314.71828651	4341726.29820707	2239409.18440814	581144.141379225	810725.706872159	0.0	0.0
UDA02	2012	1202643.96232687	795959.128159653	0.0	2175953.16362419	802336.451225229	3200124.11338701	5667044.48934128	2647673.23808238	1137185.84219817	1582307.56839733	0.0	0.0
UDA03	2012	0.0	1369020.39611083	2436589.76203828	1483072.00758052	1657786.25795496	3628791.08370015	4864541.76143955	4651199.43063081	3071154.54506733	1064919.8566736	420312.564644463	0.0
UDA04	2012	0.0	906255.14492179	1173829.43914748	1043327.50898076	1361351.52814058	1888709.40722646	2869390.87790539	3542195.3237394	1636674.21483089	906255.14492179	267574.294225693	0.0
UDA05	2012	1245569.68421053	707797.628808864	0.0	369071.944759611	70931.5645445789	1346677.4288956	1946965.05859095	826673.862752203	229658.352777004	1148452.8126108	0.0	0.0
UDA06	2012	0.0	62853.5335279058	67838.2322313222	91049.3091271537	39213.0793386848	148781.953782386	236533.372279072	118298.164021707	48921.687949191	3194.62559209337	36018.4537465914	0.0
UDA07	2012	2658220.35536842	1741514.26310966	0.0	3507497.77213218	4296778.85271962	12858823.2853175	14572630.7252108	9779698.54893974	2680683.17710934	5336169.63368421	0.0	0.0
UDA08	2012	0.0	392543.944636678	163321.799307959	184462.958054327	645867.540157498	917187.156439563	582573.670965552	568325.34622054	225697.976374747	0.0	0.0	0.0
UDA09	2012	14974.6712802768	111380.825126431	26205.6747404844	284426.331210966	1004763.63668952	643729.372080176	595772.444985997	278929.581016843	245925.170082513	312144.089433058	0.0	0.0
UDA10	2012	13237.7257525084	150160.267558528	0.0	1940474.30813207	626949.338169626	3516934.2862841	4889096.70915519	2642217.52812667	1784828.41510662	2460259.53177258	0.0	0.0
UDA11	2012	1699504.17777778	536685.529824561	0.0	1267516.25290597	1297367.49379579	2642133.04995121	5374563.8445736	3538440.30758699	1072636.16516741	403733.347357569	0.0	0.0
UDA12	2012	323596.220433172	499880.286406384	0.0	782109.846325898	907554.591512887	2698849.10926084	3076209.27885942	2028426.0930544	582049.832897225	1110980.79343593	0.0	0.0
UDA13	2012	0.0	0.0	241341.533964987	42452.0623199696	890881.946919328	1050623.84661558	1839232.43797214	1320719.96039549	163869.780439959	0.0	0.0	0.0
UDA14	2012	0.0	0.0	0.0	24576.0439117175	203405.957118152	390432.820810698	560387.510689554	356893.805878183	12747.4602076125	0.0	0.0	0.0
UDA15	2012	0.0	26227.9584775087	1116156.8627451	80280.3598615917	486036.207612457	914258.59976932	1200543.74567294	1992631.81050404	236279.757164041	0.0	0.0	0.0
UDA16	2012	14766.8069641387	4663.2021992017	524301.834566329	635083.728081755	906930.971422244	2004831.17576418	2115984.68709749	1993098.5209214	1015528.06235268	0.0	0.0	0.0
UDA17	2012	0.0	106768.937868183	159872.132012414	161479.286467379	4035230.46253069	1024314.79984938	312415.536105345	326041.295146591	199550.551700684	18720.1891484157	19429.3605285239	5364.55946369777
UDA18	2012	0.0	274522.263443669	421237.675574497	372932.822170699	464655.063598657	544133.00173312	836247.455043947	800248.324226744	473098.624449441	0.0	0.0	0.0
UDA20	2012	173791.175801513	1108576.7612442	1587133.24381144	1420879.24130944	1861627.58433455	1882623.77599935	2764080.6262879	2684448.02606041	1577443.35851443	30298.86414405	68259.9241883591	9602.22786583966
UDA21	2012	23602.2776423962	292089.544809277	475690.325640864	425641.392249981	512030.876915717	583941.793645358	857088.372608473	829409.614987094	496629.470854355	13562.9062484762	14002.4211970699	3608.81068444832
UDA22	2012	80291.8157961182	2409688.0055465	4610351.65550064	3317488.05820634	6228779.84072031	6772406.73615497	8248395.11441505	6979191.94071796	5567501.49717306	263605.675716888	282498.371691391	108806.472474426
