uda,hm3,cost
UDA26,5.86924108199174,14230370.2557365
UDA26,6.57135671270623,14549046.3723153
UDA26,7.30809636709082,14867722.4888942
UDA26,8.07946004514552,15186398.605473
UDA26,8.65890748658105,15457580.7195969
UDA26,9.13873268164685,15694940.7108641
UDA26,9.62131975008432,15925706.1731474
UDA26,10.1158463138028,16156471.6354307
UDA26,10.6223123728022,16387237.0977139
UDA26,11.1404872369634,16615426.9905371
UDA26,11.6648984240139,16775834.4324718
UDA26,12.1997111722173,16928745.0641124
UDA26,12.7458290178738,17078747.1483889
UDA26,13.3034890591616,17226518.4474235
UDA26,13.8726387499979,17374289.7464581
UDA26,14.4533819009363,17522061.0350075
UDA26,15.045667247506,17669832.3340421
UDA26,15.6494383987888,17817603.6330767
UDA26,16.2648068550091,17965374.9216261
UDA26,16.38,17992732.7197938
UDA27,0,0
UDA27,0.023670802448086,338580.332962929
UDA27,0.060059745483338,677160.665925859
UDA27,0.108890711579849,962526.470183518
UDA27,0.169307457500722,1115415.78372305
UDA27,0.241784124452055,1268305.09726258
UDA27,0.32632071243385,1421194.41080212
UDA27,0.422917221446106,1574083.72434165
UDA27,0.531573651488823,1726973.03788118
UDA27,0.652290002562002,1879862.35142071
UDA27,0.785066274665642,2032751.66496024
UDA27,0.929902467799743,2185640.97849978
UDA27,1.08679858196431,2338530.29203931
UDA27,1.25575461715933,2491419.60557884
UDA27,1.43677057338481,2644308.91911837
UDA27,1.62984645064076,2797198.23265791
UDA27,1.83498224892717,2950087.54619744
UDA27,2.05070813050512,3098495.85423141
UDA27,2.26973626613027,3222130.38515537
UDA27,2.49964454790247,3345764.91607933
UDA27,2.74053617126069,3469399.4470033
UDA27,2.99230236263412,3593033.97792726
UDA27,3.25499611427521,3716668.50885122
UDA27,3.52868157470007,3840303.03977519
UDA27,3.81323323594238,3963937.57069915
UDA27,4.10871245745236,4087572.10162312
UDA27,4.41519175494386,4211206.63254708
UDA27,4.73252888605507,4334841.16347104
UDA27,5.06087167127964,4458475.69439501
UDA27,5.07,4461855.87431974
UDA28,0,0
UDA28,0.039610348424158,842909.393419759
UDA28,0.112633651092738,1680181.45752616
UDA28,0.219074422863082,2517453.53084106
UDA28,0.358931158782742,3354725.60415596
UDA28,0.553897748385695,4115828.70135839
UDA28,0.759742134280814,4624780.56178106
UDA28,0.999929535033049,5068025.98924559
UDA28,1.26952972642365,5446104.50939521
UDA28,1.57081819655358,5824183.03875331
UDA28,1.90377989589835,6202261.55890293
UDA28,2.26844341855448,6580340.07905254
UDA28,2.66477716052057,6958418.59920215
UDA28,3.09281573570291,7336497.11935177
UDA28,3.55254258962457,7714575.64870987
UDA28,4.04393514799885,8092654.16885949
UDA28,4.56703705444672,8470732.6890091
UDA28,5.1218016554423,8848811.20915871
UDA28,5.70827861441638,9226889.72930832
UDA28,6.32641525803327,9604968.25866643
UDA28,6.97626726953355,9983046.77881605
UDA28,7.65780755977316,10361125.2989657
UDA28,8.37100301979825,10739203.8191153
UDA28,9.11591836256406,11117282.3392649
UDA28,9.89248586521046,11495360.868623
UDA28,10.7007762605025,11873439.3887726
UDA28,11.5407549345338,12251517.9089222
UDA28,12.4123812535884,12629596.4290718
UDA28,12.9593682603341,13007674.9492214
UDA28,13.6428649887558,13342729.9597008
UDA28,14.5028053520538,13613168.5374074
UDA28,15.5240540434613,13856379.5607868
UDA28,16.5849612417714,14098980.585921
UDA28,17.5076505973773,14339184.0692304
UDA28,18.4547472717805,14579386.0791808
UDA28,19.424345995182,14815490.3370804
UDA28,20.4007802126012,15027147.6189798
UDA28,20.96,15138248.3061988
UDA29,0,0
UDA29,0.008607718350409,169622.990140766
UDA29,0.033176357451575,321981.37097337
UDA29,0.073705917303499,474339.751805975
UDA29,0.130196397906181,626698.132638579
UDA29,0.185778596540069,777080.048273168
UDA29,0.240345382511409,926463.084690218
UDA29,0.301259273933051,1039802.5649439
UDA29,0.36779675046746,1108952.51820642
UDA29,0.438546481670818,1176407.91233524
UDA29,0.514786272774438,1243863.29670546
UDA29,0.596545623534569,1311318.69083427
UDA29,0.68379192895746,1378774.08496309
UDA29,0.776560899274364,1446229.4790919
UDA29,0.874813719016528,1513684.87322071
UDA29,0.978569019608954,1581140.25759094
UDA29,1.08785164295164,1648595.65171975
UDA29,1.20261345786334,1716051.04584857
UDA29,1.32321311927531,1783390.90806464
UDA29,1.46894036253848,1844250.65858194
UDA29,1.59767574620084,1902044.83678732
UDA29,1.67755953351089,1956592.89906072
UDA29,1.79699783609781,2001498.01348575
UDA29,1.98145360146281,2039041.17172963
UDA29,2.25913480705724,2071644.61124936
UDA29,2.55277693340243,2104248.05076909
UDA29,2.80816563898331,2133372.5442271
UDA29,2.97272304244737,2155655.30202398
UDA29,3.15794580147491,2175459.33966169
UDA29,3.42498846339384,2192179.05874164
UDA29,3.52,2197348.14919832
UDA30,0,0
UDA30,0.03961607981082,533719.534933506
UDA30,0.117040203335618,1047471.35620861
UDA30,0.282837113416094,1488007.52125223
UDA30,0.520151895771681,1928543.68629585
UDA30,0.804626286319916,2367236.39071449
UDA30,1.04353816722771,2799169.48149161
UDA30,1.308515901865,3231102.6130082
UDA30,1.6053753396766,3606816.7137767
UDA30,1.93938991927833,3877544.04126493
UDA30,2.15487768808703,4144988.99035416
UDA30,2.37036545689573,4401531.44850076
UDA30,2.73893361523712,4604371.88203835
UDA30,3.13680200299234,4803482.00679967
UDA30,3.54909450094237,4971279.65936781
UDA30,3.98009012784974,5119888.74047538
UDA30,4.42703665098926,5263194.64368383
UDA30,4.89668407178913,5406500.54689228
UDA30,5.38903239024936,5549806.45010073
UDA30,5.44,5564274.18585377
UDA31,0,0
UDA31,0.057366932366952,974136.950633399
UDA31,0.154975896586553,1908132.67937423
UDA31,0.288442333519259,2696490.55395098
UDA31,0.45922776287825,3484848.41674708
UDA31,0.667332184663526,4273206.27954318
UDA31,0.912755598875089,5061564.15411993
UDA31,1.19549800551294,5849922.01691604
UDA31,1.53704374436085,6379938.53562943
UDA31,1.92399250654859,6873355.00055681
UDA31,2.34302162644067,7356188.09782728
UDA31,2.7721786212202,7835433.29316633
UDA31,3.27315560815531,8258919.45143509
UDA31,3.85926611838329,8628263.32500424
UDA31,4.40384206526228,8984254.15379091
UDA31,4.98380505819669,9340244.98257759
UDA31,5.59919163517935,9696235.81136426
UDA31,6.24993100384915,10052226.6283703
UDA31,6.93605741857438,10408217.457157
UDA31,7.65757087935503,10764208.2859436
UDA31,8.41451705868214,11120199.1147303
UDA31,9.20680689519819,11476189.943517
UDA31,10.0344837777697,11832180.7723036
UDA31,10.8976002297613,12188171.6010903
UDA31,11.7960534880681,12544162.4180963
UDA31,12.7298937924304,12900153.246883
UDA31,13.3813502192095,13256144.0756697
UDA31,13.8960175353329,13612134.9044564
UDA31,14.5511003579004,13933512.1320776
UDA31,15.4990603128667,14200750.1026254
UDA31,16.4702538640236,14459450.4736923
UDA31,17.4650418240501,14712534.8691829
UDA31,18.481428305088,14958990.0592491
UDA31,19.6650149249385,15197587.1221852
UDA31,20.7559000897314,15428880.8204176
UDA31,21.86,15656948.2831367
UDA32,0,0
UDA32,0.112097335672833,1896778.08711371
UDA32,0.290522832607523,3017109.30646505
UDA32,0.527698869189355,4050835.58666088
UDA32,0.826146464174338,5084561.87406678
UDA32,1.18587411401471,6118288.16147268
UDA32,1.59314305544649,7085316.91812507
UDA32,2.08441763390446,7954520.56903566
UDA32,2.61914064153437,8806846.57470274
UDA32,3.18717823837766,9640710.29256051
UDA32,3.80869250558794,10474574.0032082
UDA32,4.48368344316522,11308437.7138559
UDA32,5.27405377453581,12141098.5693142
UDA32,6.21637587145578,12959941.7096005
UDA32,7.05380562419817,13636836.1490736
UDA32,7.95937935142294,14301535.7581267
UDA32,8.95731922467311,14909209.7208061
UDA32,9.97170337433466,15450506.3949911
UDA32,11.0395641943632,15991803.069176
UDA32,12.1609016847587,16533099.7361509
UDA32,13.3357158455213,17074396.4103359
UDA32,14.5640066766508,17615693.0845209
UDA32,15.8458008812829,18156989.7587059
UDA32,17.1810462669254,18698286.4328909
UDA32,18.5697683229348,19239583.1070758
UDA32,20.0119670493112,19780879.7740508
UDA32,21.4389716915337,20238132.7549872
UDA32,22.8707804706056,20632168.3162157
UDA32,24.3439669720619,21023686.6273554
UDA32,25.8576524199857,21414286.5780612
UDA32,27.5724925883517,21797431.9629708
UDA32,29.5487103306014,22171320.5685886
UDA32,31.5931303087202,22545209.1742064
UDA32,33.7057525227081,22919097.7798243
UDA32,35.7083383975797,23290299.3094759
UDA32,37.5071210864695,23657340.8189269
UDA32,39.3350878750076,24024303.248382
UDA32,41.2050283513655,24391265.6850471
UDA32,43.1170311214021,24758228.1145022
UDA32,45.0710051517006,25125190.5439573
UDA32,47.0670439032356,25492152.9806224
UDA32,49.0920628395653,25851196.3286159
UDA32,51.1129913410333,26193139.2836094
UDA32,53.1731370384602,26530046.7001761
UDA32,54.74,26782097.4326419
UDA34,0,0
UDA34,0.007949715518348,151939.838426445
UDA34,0.026386223122007,261976.816165793
UDA34,0.054247053439513,362959.604224156
UDA34,0.091880094672142,463942.392282519
UDA34,0.139296316267681,564925.180340881
UDA34,0.196491017034222,665907.968399244
UDA34,0.263453227523976,766890.764049067
UDA34,0.340203319568551,867873.55210743
UDA34,0.426731890784127,968856.340165793
UDA34,0.523023270531007,1069839.12822416
UDA34,0.629107233024616,1170821.91628252
UDA34,0.74495086992159,1271804.70434088
UDA34,0.870590223693233,1372787.49239924
UDA34,1.00600805663588,1473770.28804907
UDA34,1.15118086278998,1574753.07610743
UDA34,1.30615408701066,1675735.86416579
UDA34,1.4722111546891,1760358.41900634
UDA34,1.64839772386777,1842536.32646322
UDA34,1.83456805759747,1924714.24151155
UDA34,2.03066417451133,2006892.14896843
UDA34,2.23674719010415,2089070.0564253
UDA34,2.4527528547532,2171247.97147363
UDA34,2.67871250973785,2253425.87893051
UDA34,2.91466376459338,2335603.78638738
UDA34,3.16053296731322,2417781.69384426
UDA34,3.41635616036867,2499959.60889259
UDA34,3.68217565448691,2582137.51634947
UDA34,3.95790839527755,2664315.42380634
UDA34,4.2435951264038,2746493.33126322
UDA34,4.53928285978475,2828671.24631155
UDA34,4.84487913864618,2910849.15376843
UDA34,5.06,2967143.30525158
UDA36,0,0
UDA36,0.0197216562641,310410.399610356
UDA36,0.055306419733184,476870.463080311
UDA36,0.104086794114568,632495.379638573
UDA36,0.16695854346943,788120.296196834
UDA36,0.243918368482629,943745.212755096
UDA36,0.334956371208737,1099370.12931336
UDA36,0.440090697881038,1254995.05441974
UDA36,0.559299902951106,1410619.970978
UDA36,0.692608731282509,1566244.88753626
UDA36,0.840005635272249,1721869.80409452
UDA36,1.00147246868704,1877494.72065278
UDA36,1.17704387433588,2033119.63721104
UDA36,1.36670335564306,2188744.5537693
UDA36,1.57042781740258,2344369.47887568
UDA36,1.78826180036886,2499994.39543394
UDA36,2.02057977681057,2649935.95197607
UDA36,2.26877405771784,2776580.60231351
UDA36,2.53131046154941,2903225.26119907
UDA36,2.80822033179915,3029869.91153652
UDA36,3.0994426311369,3156514.56187397
UDA36,3.40500705339897,3283159.22075953
UDA36,3.72491359858534,3409803.87109697
UDA36,4.05920020882016,3536448.52998253
UDA36,4.40779264951271,3663093.18031998
UDA36,4.77072721312958,3789737.83920554
UDA36,5.1480467907676,3916382.48954299
UDA36,5.53966724989065,4043027.14842855
UDA36,5.945629831938,4169671.798766
UDA36,6.36593453690966,4296316.45765156
UDA36,6.80063085453276,4422961.107989
UDA36,7.24962145501061,4549605.75832645
UDA36,7.71295417841276,4676250.41721201
UDA36,8.19062902473921,4802895.06754946
UDA36,8.45,4870109.04484015
UDA37,0,0
UDA37,0.00636668663097,557310.733732837
UDA37,0.02546674652388,1114621.47565343
UDA37,0.05730017967873,1671932.20938627
UDA37,0.10186698609552,2229242.95130686
UDA37,0.15916716577425,2786553.6850397
UDA37,0.229196122382375,3343864.4269603
UDA37,0.311962282529561,3901175.16069313
UDA37,0.407461815938687,4458485.90261373
UDA37,0.515694722609753,5015796.63634657
UDA37,0.636661002542759,5573107.37826716
UDA37,0.770360655737705,6130418.112
UDA37,0.916793682194591,6687728.84573284
UDA37,1.07596008191342,7245039.58765343
UDA37,1.24785985489418,7802350.32138627
UDA37,1.43249300113689,8359661.06330686
UDA37,1.62985952064154,8916971.7970397
UDA37,1.83994639046591,9474282.5389603
UDA37,2.06277889043901,10031593.2726931
UDA37,2.29834476367405,10588904.0146137
UDA37,2.54664401017104,11146214.7483466
UDA37,2.80767662992996,11703525.4902672
UDA37,3.08144262295082,12260836.224
UDA37,3.36374860184126,12644467.072624
UDA37,3.65007637170903,12887737.632624
UDA37,3.94805814274596,13131008.192624
UDA37,4.25771153422683,13374278.752624
UDA37,4.57905722964807,13617549.312624
UDA37,4.9120546280722,13860819.872624
UDA37,5.25672364694026,14104090.432624
UDA37,5.61451213100409,14345660.3216802
UDA37,5.99551515864448,14574127.4650619
UDA37,6.37385078129763,14772116.4995448
UDA37,6.75082665557273,14944852.9912227
UDA37,7.13855181956096,15117589.4829005
UDA37,7.53705078703587,15290325.9745784
UDA37,7.9463235579975,15463062.4662562
UDA37,8.36639847649652,15635798.9579341
UDA37,8.79721962048697,15808535.4577997
UDA37,9.27239537354168,15977357.44807
UDA37,9.76481656630719,16145639.4311631
UDA37,10.2699711323346,16313921.4142563
UDA37,10.787859071624,16482203.4055372
UDA37,11.3184803841754,16650485.3886303
UDA37,11.8618350699886,16818767.3717234
UDA37,12.4178886565698,16987049.3548166
UDA37,12.9689138553461,17141525.132853
UDA37,13.4893412683669,17263757.0629372
UDA37,14.0186671811958,17385061.5984689
UDA37,14.5558375015691,17504772.1004117
UDA37,15.1030125057831,17624482.6023546
UDA37,15.6601921938378,17744193.1042975
UDA37,16.2273765657334,17863903.6062403
UDA37,16.8039972083448,17983231.9691604
UDA37,17.3731442142373,18091618.3602004
UDA37,17.9516700366889,18200004.7512404
UDA37,18.5395340747621,18308391.1422804
UDA37,19.1366926632978,18416777.5333204
UDA37,19.743232366559,18525163.9243604
UDA37,20.3591102854417,18633550.3154004
UDA37,20.9842804566207,18741936.7064404
UDA37,21.36,18751820.1077033
UDA38,0,0
UDA38,0.007484364716922,486528.447917831
UDA38,0.029602694950635,973056.871561627
UDA38,0.066346023810506,1459585.31947946
UDA38,0.117717340260078,1946113.76739729
UDA38,0.183716644299353,2432642.19104109
UDA38,0.2643618697096,2919170.63895892
UDA38,0.359620137891823,3405699.06260271
UDA38,0.469506393663749,3892227.51052054
UDA38,0.594020637025377,4378755.95843837
UDA38,0.733192757612157,4865284.38208217
UDA38,0.886965965116734,5351812.83
UDA38,1.05536716021101,5838341.27791783
UDA38,1.23843519942108,6324869.70156163
UDA38,1.43609535865831,6811398.14947946
UDA38,1.64838350548524,7297926.59739729
UDA38,1.87529963990187,7784455.02104108
UDA38,2.11689457428847,8270983.46895892
UDA38,2.37306967284805,8757511.89260271
UDA38,2.64387275899733,9244040.34052054
UDA38,2.92930383273632,9730568.78843837
UDA38,3.22942566229945,10217097.2120822
UDA38,3.54411570018139,10703625.66
UDA38,3.87343372565302,11190154.1079178
UDA38,4.21946005734175,11647506.0163481
UDA38,4.59411169290186,11949253.5252014
UDA38,5.05562260908248,12185834.4036049
UDA38,5.43108425376331,12398207.9286049
UDA38,5.82003807988671,12610581.4536049
UDA38,6.2223196944577,12822954.9786049
UDA38,6.63800979949198,13035328.5036049
UDA38,7.06720105285947,13247702.0286049
UDA38,7.50971112778391,13460075.5536049
UDA38,7.96562969317165,13672449.0786049
UDA38,8.44013961180989,13880783.6713325
UDA38,8.9357904696026,14074667.7130492
UDA38,9.41394393480231,14225465.4897489
UDA38,9.90447768700582,14376263.2421746
UDA38,10.4073917262131,14527061.0188743
UDA38,10.9225694828459,14677858.795574
UDA38,11.4502411070973,14828656.5479997
UDA38,11.9902930183524,14979454.3246994
UDA38,12.5427252166113,15130252.1013991
UDA38,13.1556062136062,15277181.7622049
UDA38,13.7833662711286,15424090.7658076
UDA38,14.34,15551580.3406337
UDA39,0,0
UDA39,0.028280701754386,855223.92
UDA39,0.077129774421765,1693746.51501105
UDA39,0.146544793249199,2532269.09392864
UDA39,0.236529799491584,3214626.529965
UDA39,0.343486459790517,3582309.89212186
UDA39,0.472788026654232,3926058.62411852
UDA39,0.622285360729632,4269807.35611519
UDA39,0.791988969279443,4613556.08811185
UDA39,0.981886728538981,4957304.82010851
UDA39,1.1919842962651,5301053.55210517
UDA39,1.42229056321856,5644802.28410184
UDA39,1.67278855612882,5988551.0160985
UDA39,1.94349686476838,6332299.74809516
UDA39,2.23439528286277,6676048.48009182
UDA39,2.6575049713452,6950813.69360114
UDA39,2.99596006879158,7204869.5766593
UDA39,3.3580387258515,7458064.49143568
UDA39,3.74067120530678,7711259.40621206
UDA39,4.1438857959417,7964454.31294171
UDA39,4.56766875748961,8217649.22771809
UDA39,5.01200311667995,8470844.14249447
UDA39,5.47692201180287,8724039.05727085
UDA39,5.96240927783878,8977233.9640005
UDA39,6.46844551676419,9230428.87877688
UDA39,6.99506871637511,9483623.79355327
UDA39,7.54226028689902,9736818.70832965
UDA39,8.10999840555949,9990013.6150593
UDA39,8.6983259096584,10243208.5298357
UDA39,9.30719834539192,10496403.4446121
UDA39,9.93666178306584,10749598.3513417
UDA39,10.5866935916528,11002793.2661181
UDA39,11.2572679071213,11255988.1808945
UDA39,11.9484356492833,11509183.0956709
UDA39,12.6601717623582,11762378.0024005
UDA39,13.3924479575618,12015572.9171769
UDA39,14.1453200042117,12268767.8319533
UDA39,14.9187604217746,12521962.7467296
UDA39,15.7127384967133,12775157.6534593
UDA39,16.5273148478513,13028352.5682357
UDA39,17.362427239863,13281547.4830121
UDA39,18.204950485101,13524454.9549733
UDA39,19.0236416419729,13749197.1919337
UDA39,19.6580055053324,13951744.5507651
UDA39,20.6810475654698,14122331.8136001
UDA39,21.4950347016441,14288715.7204274
UDA39,22.3242719172897,14455099.6192079
UDA39,23.1688327632456,14621483.5260351
UDA39,24.028680868218,14787867.4328623
UDA39,24.9038162322067,14954251.3316428
UDA39,25.7941984426628,15120635.2384701
UDA39,26.6999075164333,15287019.1452973
UDA39,27.6209038492201,15453403.0440778
UDA39,28.5571874410232,15619786.950905
UDA39,29.5087146462899,15786170.8577322
UDA39,30.4755719478748,15952554.7565127
UDA39,31.4547292128578,16117212.4137273
UDA39,32.24,16202036.6590716
UDA40,0,0
UDA40,0.007064515725439,330999.67435589
UDA40,0.024568226397635,660672.962081653
UDA40,0.052511132016587,990346.243791321
UDA40,0.090893232582296,1320019.53151708
UDA40,0.139714528094762,1649692.81322675
UDA40,0.198975018553984,1979366.10095252
UDA40,0.268674703959962,2309039.38266218
UDA40,0.348813584312697,2638712.67038795
UDA40,0.439384638781631,2968385.95209761
UDA40,0.540401128935595,3298059.23982338
UDA40,0.651856814036316,3627732.52153305
UDA40,0.773751694083793,3957405.80324271
UDA40,0.906085769078027,4287079.09096848
UDA40,1.04885903901902,4616752.37267814
UDA40,1.20207150390676,4946425.66040391
UDA40,1.36572316374127,5276098.94211358
UDA40,1.53981401852253,5605772.22983934
UDA40,1.72434406825054,5935445.51154901
UDA40,1.91931331292532,6265118.79927477
UDA40,2.12470615070116,6594792.08098444
UDA40,2.34055300517717,6924465.3687102
UDA40,2.56683905459992,7254138.65041987
UDA40,2.80356429896944,7583811.93212954
UDA40,3.05072873828571,7913485.2198553
UDA40,3.30833237254874,8243158.50156497
UDA40,3.57637520175852,8459075.33997094
UDA40,3.84866485336333,8661110.64556351
UDA40,4.12549620224657,8808941.86291167
UDA40,4.41158022571234,8952846.86802623
UDA40,4.70723286113574,9096751.87314079
UDA40,5.01247829137756,9240656.87825534
UDA40,5.32726893080849,9384561.8833699
UDA40,5.65162818219704,9528466.88848445
UDA40,5.98558256868088,9672371.89359901
UDA40,6.32907982407696,9816276.89871357
UDA40,6.69309818710041,9952387.09550782
UDA40,7.05043739998679,10067398.4000819
UDA40,7.40880165413458,10169579.4664884
UDA40,7.77602853672281,10271760.538911
UDA40,8.15208918433698,10373941.6053175
UDA40,8.53695161319344,10476122.6777401
UDA40,8.9306790107672,10578303.7441466
UDA40,9.33320662939867,10680484.8105531
UDA40,9.7504701912781,10782226.5936961
UDA40,10.2069536728364,10881772.6283081
UDA40,10.6537811721013,10970087.0156411
UDA40,11.0806960357205,11042262.047556
UDA40,11.5133008924604,11113075.9619213
UDA40,11.9541076394761,11183889.8762865
UDA40,12.4031552813818,11254703.7906518
UDA40,12.8603665890412,11325517.7050171
UDA40,13.09,11360613.0485582
UDA41,0,0
UDA41,0.004399619776048,137083.380457937
UDA41,0.011756409070824,260841.714589899
UDA41,0.022073297708819,384600.058699051
UDA41,0.035345402649216,508358.392831013
UDA41,0.051579560149159,632116.726962974
UDA41,0.070766980735177,755875.071072127
UDA41,0.092918407097067,879633.405204089
UDA41,0.118028956194012,1003391.73933605
UDA41,0.146089838552543,1127150.07346801
UDA41,0.177117656511436,1250908.41757716
UDA41,0.211093854515587,1374666.75170913
UDA41,0.248038941336427,1498425.08584109
UDA41,0.287930454986199,1622183.41997305
UDA41,0.330628740497538,1725259.06878741
UDA41,0.37528121894381,1781143.37628025
UDA41,0.422738516035322,1837027.6837731
UDA41,0.473000631772075,1892911.99126594
UDA41,0.526067566154069,1948796.29875879
UDA41,0.581957874736408,2004680.60625163
UDA41,0.640635423017046,2060564.91374447
UDA41,0.702117789942925,2116449.22123732
UDA41,0.766404975514045,2172333.51875297
UDA41,0.833496979730405,2228217.82624581
UDA41,0.903417241187928,2284102.13373866
UDA41,0.976119859302933,2339986.4412315
UDA41,1.05162729606318,2395870.74872434
UDA41,1.12993955146866,2451755.05621719
UDA41,1.21108397054797,2507639.36371003
UDA41,1.2950068398521,2563523.67120287
UDA41,1.38173452780147,2619407.97869572
UDA41,1.47126703439608,2675292.27621137
UDA41,1.56360435963593,2731176.58370422
UDA41,1.65877873159042,2787060.89119706
UDA41,1.75672667072892,2842945.1986899
UDA41,1.85747942851265,2898829.50618275
UDA41,1.96103700494163,2954713.81367559
UDA41,2.06739940001585,3010598.12116843
UDA41,2.17660372484552,3066482.42866128
UDA41,2.28857673381839,3122366.73615412
UDA41,2.40335456143649,3178251.04364696
UDA41,2.52093720769984,3234135.34116262
UDA41,2.64132467260842,3290019.64865546
UDA41,2.76455895031328,3345903.95614831
UDA41,2.89055702912051,3401788.26364115
UDA41,3.01935992657298,3457672.57113399
UDA41,3.15096764267069,3513556.87862684
UDA41,3.28538017741364,3569441.18611968
UDA41,3.42264440799368,3625325.49361252
UDA41,3.56266755663527,3681209.80110537
UDA41,3.70691160575902,3736800.97875064
UDA41,3.84664567838426,3782106.84064858
UDA41,4.01769566837658,3824339.96742275
UDA41,4.1788106235228,3856669.20643028
UDA41,4.32526473692028,3882241.51311272
UDA41,4.33,3883061.39754357
UDA42,0,0
UDA42,0.452470455109551,334913.721791269
UDA42,0.940777710219596,636257.781440581
UDA42,1.46493859538649,937601.829572089
UDA42,2.02492506051631,1238945.8777036
UDA42,2.62077637574055,1540289.92583511
UDA42,3.25244205089014,1841633.98548442
UDA42,3.91998379617172,2142978.03361592
UDA42,3.93,2147379.92252535
UDA43,0,0
UDA43,0.146571685148495,99971.8068207449
UDA43,0.30526768280757,196598.22254626
UDA43,0.476078917893012,293224.638271775
UDA43,0.659020515545177,389851.05399729
UDA43,0.854086425707923,486477.469722805
UDA43,1.06125849821282,583103.879559978
UDA43,1.28057000836866,679730.295285493
UDA43,1.51183642946307,743213.092151747
UDA43,1.7535785227691,789605.92311898
UDA43,2.00589611421309,833238.540573987
UDA43,2.2697088123288,876871.158028995
UDA43,2.54501661711621,920503.775484002
UDA43,2.83181952857533,964136.39293901
UDA43,2.94,980155.491394229
UDA44,0,0
UDA44,0.372994190483998,544863.123237989
UDA44,0.775530460577338,1035112.56608425
UDA44,1.20762268414333,1525361.99019248
UDA44,1.66924773807645,2015611.41430071
UDA44,2.16043799472444,2505860.83840893
UDA44,2.68115183249735,2996110.2812552
UDA44,3.23144012222732,3486359.70536342
UDA44,3.81124274384002,3976609.12947165
UDA44,4.41675825878833,4270024.17413438
UDA44,5.04758894965736,4491401.16773064
UDA44,5.70643559517157,4712778.18006495
UDA44,6.39329819533095,4934155.17366122
UDA44,7.10823687020986,5155532.16725749
UDA44,7.8511360042807,5376909.17959179
UDA44,8.13,5457921.48393177
UDA45,0,0
UDA45,0.083787367022312,1065343.072
UDA45,0.231595837101903,2080270.71314715
UDA45,0.438798512504447,3043500.86141697
UDA45,0.706937692474719,4006731.0096868
UDA45,1.03601337701272,4969961.15795662
UDA45,1.42602556611845,5933191.31074241
UDA45,1.8769742597919,6896421.45901223
UDA45,2.38885945803309,7859651.60728206
UDA45,2.96166939754268,8822881.75555189
UDA45,4.35645686878813,9728687.74891705
UDA45,5.27811790603356,10608030.0241591
UDA45,6.76339521084981,11487372.303917
UDA45,8.41624724971068,12366714.5791591
UDA45,10.2366740226162,13246056.858917
UDA45,12.2246755295663,14125399.1341591
UDA45,13.7962902232918,14781126.9524319
UDA45,15.1765186510732,15333799.9900272
UDA45,16.6442451132972,15874537.4806865
UDA45,18.08,16296456.8956379
UDA46,0,0
UDA46,1.1078742765373,4019800.20933291
UDA46,2.49100578823314,7321619.29958383
UDA46,4.00198977124625,9706597.51406919
UDA46,5.70443980757164,12017305.8909779
UDA46,7.59110385735351,14328014.2678865
UDA46,9.64083585695336,16611123.9882355
UDA46,12.1348156678403,18491449.0682093
UDA46,14.6077892195725,20267638.6835291
UDA46,17.209456611424,21994703.3520781
UDA46,19.9820260879816,23716959.4942992
UDA46,22.8487221105823,25203809.6764512
UDA46,26.2940205952305,26629816.533452
UDA46,30.1512034241331,28029259.6349601
UDA46,34.2646961677998,29428702.7364681
UDA46,38.6345369547261,30828145.8379762
UDA46,43.2606520698207,32227588.9394843
UDA46,48.1431203119744,33627032.0409924
UDA46,53.1198879493511,35012959.8296471
UDA46,57.5905811489377,36170621.3248943
UDA46,62.2294159301517,37310294.6600491
UDA46,67.0290792475443,38449967.9839776
UDA46,71.9894668832277,39586520.7306463
UDA46,77.1106881388892,40707732.0527051
UDA46,82.3926286290421,41828943.3747639
UDA46,87.8353442754799,42950154.7080491
UDA46,93.4389011675949,44071366.030108
UDA46,99.2031696685021,45192577.3633932
UDA46,105.128284498886,46313788.685452
UDA46,105.4,46364487.1404144
UDA48,0,0
UDA48,0.045092694557758,616618.002896461
UDA48,0.122835570541515,961754.811323373
UDA48,0.2147147680504,1262423.71724145
UDA48,0.326338119654323,1561790.42249933
UDA48,0.459090137096997,1829245.60066845
UDA48,0.615046295668163,2060206.17448468
UDA48,0.78303400775581,2279198.01673826
UDA48,0.964519632406486,2472666.66227216
UDA48,1.16341503992034,2666135.30780606
UDA48,1.37971721487043,2859603.95109419
UDA48,1.61342141872869,3053072.59662809
UDA48,1.86453669777596,3246541.23991622
UDA48,2.13305314418085,3440009.88545012
UDA48,2.41898152732531,3633478.52873826
UDA48,2.72733090214273,3826686.54145307
UDA48,3.08081518749515,4016984.21835913
UDA48,3.51352981586651,4199079.47019528
UDA48,3.95391224418751,4373834.55580108
UDA48,4.34193393745916,4522128.61793822
UDA48,4.74768634117615,4670422.68007535
UDA48,5.17116170138347,4818716.74221248
UDA48,5.61236001808113,4967010.80659538
UDA48,6.07128129126912,5115304.86873252
UDA48,6.54792552094745,5263598.93086965
UDA48,7.03127562937949,5400386.74181091
UDA48,7.51168785041509,5515782.5686839
UDA48,8.00742016343996,5630645.59564479
UDA48,8.51848463016187,5745508.62260568
UDA48,9.03729960568681,5852603.16112874
UDA48,9.5716629840984,5957814.50261292
UDA48,10.1197935096218,6061943.4301941
UDA48,10.6793947192496,6165253.82856609
