valor,fecha
7.125099783333334,2021-01-01
1.335136543333333,2021-02-01
0.31193853333333377,2021-03-01
0.8221322333333332,2021-04-01
1.690631043333333,2021-05-01
0.18334699333333337,2021-06-01
0.0,2021-07-01
0.0,2021-08-01
0.0,2021-09-01
0.0,2021-10-01
7.932503333333334,2021-11-01
1.4306733333333337,2021-12-01
10.53683333333333,2022-01-01
2.3214533333333334,2022-02-01
1.3543133333333335,2022-03-01
2.0269633333333337,2022-04-01
0.4491133333333337,2022-05-01
0.051623333333333576,2022-06-01
0.0,2022-07-01
0.0,2022-08-01
0.0,2022-09-01
2.4336133333333336,2022-10-01
0.04481333333333337,2022-11-01
0.0,2022-12-01
0.0,2023-01-01
0.0,2023-02-01
0.0,2023-03-01
0.0,2023-04-01
1.9844533333333334,2023-05-01
0.1679933333333341,2023-06-01
0.0,2023-07-01
0.0,2023-08-01
0.6366033333333341,2023-09-01
2.9287533333333338,2023-10-01
1.3248833333333339,2023-11-01
0.21678333333333355,2023-12-01
0.30309333333333366,2024-01-01
0.0,2024-02-01
4.330533333333333,2024-03-01
1.284813333333333,2024-04-01
1.1782833333333331,2024-05-01
1.1684233333333338,2024-06-01
1.1666533333333342,2024-07-01
1.1445333333333332,2024-08-01
8.109403333333333,2024-09-01
1.4365833333333338,2024-10-01
0.5215733333333332,2024-11-01
13.09963333333333,2024-12-01
9.076133333333331,2025-01-01
4.303513333333332,2025-02-01
4.547073333333333,2025-03-01
1.8904733333333323,2025-04-01
0.9638733333333336,2025-05-01
1.459993333333334,2025-06-01
0.3937833333333336,2025-07-01
1.4871333333333336,2025-08-01
0.1965233333333336,2025-09-01
0.0,2025-10-01
10.989333333333331,2025-11-01
1.589333333333333,2025-12-01
0.5113333333333341,2026-01-01
0.1953333333333338,2026-02-01
0.28633333333333355,2026-03-01
0.0,2026-04-01
0.0,2026-05-01
0.0,2026-06-01
0.0,2026-07-01
0.0,2026-08-01
0.0,2026-09-01
0.0,2026-10-01
1.3968533333333333,2026-11-01
0.0,2026-12-01
0.0,2027-01-01
0.0,2027-02-01
0.0,2027-03-01
0.0,2027-04-01
0.0,2027-05-01
0.0,2027-06-01
0.0,2027-07-01
0.0,2027-08-01
9.628833333333333,2027-09-01
