valor,fecha
0.79670394,2021-01-01
0.45557842000000004,2021-02-01
0.38122931,2021-03-01
1.04634217,2021-04-01
0.7786208099999999,2021-05-01
0.43959426999999995,2021-06-01
0.38168695999999996,2021-07-01
0.33604188,2021-08-01
0.34790584,2021-09-01
0.24286000000000002,2021-10-01
3.3168500000000005,2021-11-01
0.59812,2021-12-01
3.8728800000000003,2022-01-01
0.9502700000000002,2022-02-01
0.7603999999999999,2022-03-01
0.8145699999999999,2022-04-01
0.59293,2022-05-01
0.50258,2022-06-01
0.43798000000000004,2022-07-01
0.40915,2022-08-01
0.36429,2022-09-01
0.8633900000000001,2022-10-01
0.38585,2022-11-01
0.3332,2022-12-01
0.29319,2023-01-01
0.28418,2023-02-01
0.24198999999999998,2023-03-01
0.22620999999999997,2023-04-01
0.8192500000000001,2023-05-01
0.42628,2023-06-01
0.3202,2023-07-01
0.28573,2023-08-01
0.37228000000000006,2023-09-01
2.3278499999999998,2023-10-01
0.6867400000000001,2023-11-01
0.44621,2023-12-01
0.53388,2024-01-01
0.3552,2024-02-01
2.4294200000000004,2024-03-01
0.6610000000000001,2024-04-01
0.6052100000000001,2024-05-01
0.60366,2024-06-01
0.6034299999999999,2024-07-01
0.6011899999999999,2024-08-01
1.6286999999999998,2024-09-01
0.7320399999999999,2024-10-01
0.6009,2024-11-01
4.3854,2024-12-01
2.84894,2025-01-01
1.7366899999999998,2025-02-01
2.3585199999999995,2025-03-01
1.00991,2025-04-01
0.8236,2025-05-01
0.81872,2025-06-01
0.63649,2025-07-01
0.76934,2025-08-01
0.54501,2025-09-01
0.396,2025-10-01
4.268,2025-11-01
0.834,2025-12-01
0.633,2026-01-01
0.576,2026-02-01
0.643,2026-03-01
0.484,2026-04-01
0.41899999999999993,2026-05-01
0.287,2026-06-01
0.287,2026-07-01
0.264,2026-08-01
0.264,2026-09-01
0.26799,2026-10-01
0.6349600000000002,2026-11-01
0.31993,2026-12-01
0.27832,2027-01-01
0.24624,2027-02-01
0.402,2027-03-01
0.27096,2027-04-01
0.24212999999999998,2027-05-01
0.2179,2027-06-01
0.19861000000000004,2027-07-01
0.17989,2027-08-01
0.9702099999999999,2027-09-01
