valor,fecha
4.11413622,2021-01-01
1.4313913,2021-02-01
0.89220279,2021-03-01
1.8844786900000001,2021-04-01
3.2230958899999997,2021-05-01
1.17315459,2021-06-01
0.8414720600000001,2021-07-01
0.6347822299999999,2021-08-01
0.76870048,2021-09-01
0.5138200000000002,2021-10-01
8.951079999999997,2021-11-01
1.7727,2021-12-01
11.127600000000001,2022-01-01
2.63319,2022-02-01
1.88523,2022-03-01
4.774190000000001,2022-04-01
1.7153399999999999,2022-05-01
0.9369700000000001,2022-06-01
0.67296,2022-07-01
0.5926699999999998,2022-08-01
0.67134,2022-09-01
1.14256,2022-10-01
0.54553,2022-11-01
0.38713999999999993,2022-12-01
0.31745,2023-01-01
0.30257999999999996,2023-02-01
0.26757999999999993,2023-03-01
0.29025,2023-04-01
5.70578,2023-05-01
1.3991,2023-06-01
0.84687,2023-07-01
0.6267800000000001,2023-08-01
1.8233499999999998,2023-09-01
6.319880000000001,2023-10-01
2.22764,2023-11-01
1.28532,2023-12-01
1.1479600000000003,2024-01-01
0.68876,2024-02-01
3.995,2024-03-01
1.4642899999999996,2024-04-01
1.36064,2024-05-01
1.3528699999999996,2024-06-01
1.3509899999999997,2024-07-01
1.3362300000000003,2024-08-01
6.717969999999999,2024-09-01
1.5243499999999996,2024-10-01
0.9649599999999999,2024-11-01
23.904799999999998,2024-12-01
10.4775,2025-01-01
11.636799999999997,2025-02-01
9.90902,2025-03-01
3.12871,2025-04-01
1.8588000000000002,2025-05-01
1.88242,2025-06-01
1.1308799999999999,2025-07-01
1.41989,2025-08-01
0.8752700000000001,2025-09-01
0.5190000000000001,2025-10-01
6.868000000000001,2025-11-01
2.112,2025-12-01
1.157,2026-01-01
0.6920000000000001,2026-02-01
1.0990000000000002,2026-03-01
0.7610000000000001,2026-04-01
0.41,2026-05-01
0.3519999999999999,2026-06-01
0.3519999999999999,2026-07-01
0.15,2026-08-01
0.15,2026-09-01
0.41513,2026-10-01
0.7088999999999999,2026-11-01
0.46316999999999997,2026-12-01
0.3901,2027-01-01
0.31507,2027-02-01
0.707,2027-03-01
0.52076,2027-04-01
0.4129,2027-05-01
0.34912,2027-06-01
0.31145999999999996,2027-07-01
0.2704,2027-08-01
14.5445,2027-09-01
