valor,fecha
1.8919600499999993,2021-01-01
1.8303159699999996,2021-02-01
1.8603457499999991,2021-03-01
1.8665184,2021-04-01
2.07877483,2021-05-01
1.9880336800000005,2021-06-01
1.8653890099999995,2021-07-01
1.70285645,2021-08-01
1.5352884799999997,2021-09-01
1.3664099999999992,2021-10-01
2.1423599999999996,2021-11-01
2.00426,2021-12-01
1.9568499999999998,2022-01-01
1.9308899999999993,2022-02-01
2.1401999999999997,2022-03-01
3.0395500000000015,2022-04-01
3.0690199999999996,2022-05-01
2.83698,2022-06-01
2.53755,2022-07-01
2.29119,2022-08-01
2.0649699999999993,2022-09-01
2.3009999999999997,2022-10-01
1.86564,2022-11-01
1.65544,2022-12-01
1.5113299999999996,2023-01-01
1.4165599999999996,2023-02-01
1.27813,2023-03-01
1.2926800000000003,2023-04-01
3.0304700000000007,2023-05-01
2.8068700000000004,2023-06-01
2.18939,2023-07-01
2.0075700000000003,2023-08-01
1.9508200000000007,2023-09-01
3.241470000000001,2023-10-01
3.0900299999999983,2023-11-01
3.0649400000000013,2023-12-01
3.325699999999999,2024-01-01
3.4194399999999994,2024-02-01
4.29069,2024-03-01
4.1918500000000005,2024-04-01
4.038520000000002,2024-05-01
4.028650000000001,2024-06-01
4.028649999999999,2024-07-01
4.02,2024-08-01
4.1587,2024-09-01
3.6708199999999986,2024-10-01
3.2477200000000006,2024-11-01
5.075991202999999,2024-12-01
5.075991202999999,2025-01-01
5.075991202999999,2025-02-01
5.075991202999999,2025-03-01
5.075991202999999,2025-04-01
5.075991202999999,2025-05-01
5.075991202999999,2025-06-01
5.075991202999999,2025-07-01
5.075991202999999,2025-08-01
5.075991202999999,2025-09-01
4.4915,2025-10-01
4.178500000000001,2025-11-01
4.202500000000002,2025-12-01
4.175500000000001,2026-01-01
4.0235,2026-02-01
4.0234999999999985,2026-03-01
3.707499999999999,2026-04-01
3.5675000000000003,2026-05-01
3.2004999999999995,2026-06-01
2.619500000000001,2026-07-01
2.2864999999999998,2026-08-01
1.9554999999999993,2026-09-01
2.51522,2026-10-01
2.652059999999999,2026-11-01
2.276850000000001,2026-12-01
2.0318400000000003,2027-01-01
1.8177699999999999,2027-02-01
1.0224999999999995,2027-03-01
1.839210000000001,2027-04-01
1.8375800000000004,2027-05-01
1.6559200000000005,2027-06-01
1.48678,2027-07-01
1.3245900000000002,2027-08-01
1.5331300000000003,2027-09-01
