valor,fecha
0.9716262199999999,2021-01-01
0.31199502999999995,2021-02-01
0.26615486,2021-03-01
0.3835379499999999,2021-04-01
1.70149839,2021-05-01
0.36233294000000005,2021-06-01
0.31597555,2021-07-01
0.27071028,2021-08-01
0.43133705,2021-09-01
0.17015999999999998,2021-10-01
1.0439699999999998,2021-11-01
0.57087,2021-12-01
0.77393,2022-01-01
0.5823800000000001,2022-02-01
0.5495299999999999,2022-03-01
0.7776000000000001,2022-04-01
0.8130100000000002,2022-05-01
0.69519,2022-06-01
0.5631199999999998,2022-07-01
0.46025000000000005,2022-08-01
0.42015,2022-09-01
0.3808600000000001,2022-10-01
0.32169000000000003,2022-11-01
0.27556,2022-12-01
0.23839999999999995,2023-01-01
0.21024999999999994,2023-02-01
0.18793999999999994,2023-03-01
0.16473999999999994,2023-04-01
0.50065,2023-05-01
0.4407700000000001,2023-06-01
0.36330000000000007,2023-07-01
0.30554000000000003,2023-08-01
0.4861599999999999,2023-09-01
1.7916699999999999,2023-10-01
1.0505,2023-11-01
0.8713300000000002,2023-12-01
0.84727,2024-01-01
0.73261,2024-02-01
1.1962899999999999,2024-03-01
0.9111400000000001,2024-04-01
0.8163299999999998,2024-05-01
0.81229,2024-06-01
0.8122599999999998,2024-07-01
0.8104299999999998,2024-08-01
1.1665600000000005,2024-09-01
0.74194,2024-10-01
0.5953899999999999,2024-11-01
2.23377,2024-12-01
1.6242900000000002,2025-01-01
2.028530000000001,2025-02-01
2.25396,2025-03-01
1.8544,2025-04-01
1.5438900000000002,2025-05-01
1.4003999999999999,2025-06-01
1.1008,2025-07-01
1.02169,2025-08-01
0.83534,2025-09-01
0.6299999999999999,2025-10-01
1.084,2025-11-01
0.806,2025-12-01
0.7329999999999999,2026-01-01
0.6329999999999998,2026-02-01
0.5739999999999998,2026-03-01
0.4590000000000001,2026-04-01
0.44999999999999996,2026-05-01
0.36,2026-06-01
0.27,2026-07-01
0.27,2026-08-01
0.18,2026-09-01
0.20701999999999998,2026-10-01
0.45960000000000023,2026-11-01
0.3027099999999999,2026-12-01
0.2501,2027-01-01
0.20799,2027-02-01
0.261,2027-03-01
0.25889000000000006,2027-04-01
0.26376999999999995,2027-05-01
0.22063,2027-06-01
0.18556999999999996,2027-07-01
0.15582999999999997,2027-08-01
0.5362099999999999,2027-09-01
