valor,fecha
2.7538737780142317,2021-01-01
2.7538737780142317,2021-02-01
2.7538737780142317,2021-03-01
2.7538737780142317,2021-04-01
2.7538737780142317,2021-05-01
2.7538737780142317,2021-06-01
2.7538737780142317,2021-07-01
2.7538737780142317,2021-08-01
2.7538737780142317,2021-09-01
4.442350843228678,2021-10-01
4.442350843228678,2021-11-01
4.442350843228678,2021-12-01
4.442350843228678,2022-01-01
4.442350843228678,2022-02-01
4.442350843228678,2022-03-01
4.442350843228678,2022-04-01
4.442350843228678,2022-05-01
4.442350843228678,2022-06-01
4.442350843228678,2022-07-01
4.442350843228678,2022-08-01
4.442350843228678,2022-09-01
6.708464799174383,2022-10-01
6.708464799174383,2022-11-01
6.708464799174383,2022-12-01
6.708464799174383,2023-01-01
6.708464799174383,2023-02-01
6.708464799174383,2023-03-01
6.708464799174383,2023-04-01
6.708464799174383,2023-05-01
6.708464799174383,2023-06-01
6.708464799174383,2023-07-01
6.708464799174383,2023-08-01
6.708464799174383,2023-09-01
14.27227653270082,2023-10-01
14.27227653270082,2023-11-01
14.27227653270082,2023-12-01
14.27227653270082,2024-01-01
14.27227653270082,2024-02-01
14.27227653270082,2024-03-01
14.27227653270082,2024-04-01
14.27227653270082,2024-05-01
14.27227653270082,2024-06-01
14.27227653270082,2024-07-01
14.27227653270082,2024-08-01
14.27227653270082,2024-09-01
20.474804125133314,2024-10-01
20.474804125133314,2024-11-01
20.474804125133314,2024-12-01
20.474804125133314,2025-01-01
20.474804125133314,2025-02-01
20.474804125133314,2025-03-01
20.474804125133314,2025-04-01
20.474804125133314,2025-05-01
20.474804125133314,2025-06-01
20.474804125133314,2025-07-01
20.474804125133314,2025-08-01
20.474804125133314,2025-09-01
28.266843021780847,2025-10-01
28.266843021780847,2025-11-01
28.266843021780847,2025-12-01
28.266843021780847,2026-01-01
28.266843021780847,2026-02-01
28.266843021780847,2026-03-01
28.266843021780847,2026-04-01
28.266843021780847,2026-05-01
28.266843021780847,2026-06-01
28.266843021780847,2026-07-01
28.266843021780847,2026-08-01
28.266843021780847,2026-09-01
28.891943083603657,2026-10-01
28.891943083603657,2026-11-01
28.891943083603657,2026-12-01
28.891943083603657,2027-01-01
28.891943083603657,2027-02-01
28.891943083603657,2027-03-01
28.891943083603657,2027-04-01
28.891943083603657,2027-05-01
28.891943083603657,2027-06-01
28.891943083603657,2027-07-01
28.891943083603657,2027-08-01
28.891943083603657,2027-09-01
