valor,fecha
0.11459875000000563,2021-01-01
0.06262147999999623,2021-02-01
0.06055759999999877,2021-03-01
0.06027066999999953,2021-04-01
0.08911563000000244,2021-05-01
0.06001722999999748,2021-06-01
0.06043828000000184,2021-07-01
0.05877840000000023,2021-08-01
0.05585266000000133,2021-09-01
0.048450000000000104,2021-10-01
0.20202000000000275,2021-11-01
0.19890000000000185,2021-12-01
0.17255999999999183,2022-01-01
0.1351999999999962,2022-02-01
0.11406999999999456,2022-03-01
0.11465999999999088,2022-04-01
0.10115000000000629,2022-05-01
0.09009999999999763,2022-06-01
0.08415000000000528,2022-07-01
0.07989999999999853,2022-08-01
0.07309999999999905,2022-09-01
0.0792800000000018,2022-10-01
0.07564999999999866,2022-11-01
0.06374999999999997,2022-12-01
0.056950000000001166,2023-01-01
0.05099999999999805,2023-02-01
0.04844999999999999,2023-03-01
0.05355000000000032,2023-04-01
0.1471700000000009,2023-05-01
0.1600300000000019,2023-06-01
0.14110000000000156,2023-07-01
0.1258000000000017,2023-08-01
0.1382699999999979,2023-09-01
0.12135000000001739,2023-10-01
0.10540000000000749,2023-11-01
0.09265000000001367,2023-12-01
0.08419999999999916,2024-01-01
0.07820000000000205,2024-02-01
0.10946000000000655,2024-03-01
0.05581000000000236,2024-04-01
0.05441000000000251,2024-05-01
0.05355000000001242,2024-06-01
0.05270000000000241,2024-07-01
0.051000000000013035,2024-08-01
0.23721999999999444,2024-09-01
0.13430000000000186,2024-10-01
0.10965000000000114,2024-11-01
0.43794000000004374,2024-12-01
0.2597600000000089,2025-01-01
0.2466400000000455,2025-02-01
0.22840000000001126,2025-03-01
0.18107000000001783,2025-04-01
0.1479199999999974,2025-05-01
0.14005000000000312,2025-06-01
0.12069999999999803,2025-07-01
0.116950000000001,2025-08-01
0.10009999999999941,2025-09-01
0.0,2025-10-01
0.06599999999999717,2025-11-01
0.08500000000001551,2025-12-01
0.08499999999998753,2026-01-01
0.0,2026-02-01
0.0010000000000092157,2026-03-01
0.0,2026-04-01
0.0,2026-05-01
0.0,2026-06-01
0.0,2026-07-01
5.995204332975845e-15,2026-08-01
0.0,2026-09-01
0.03910000000000047,2026-10-01
0.0787899999999977,2026-11-01
0.070550000000001,2026-12-01
0.06035000000000079,2027-01-01
0.05354999999999954,2027-02-01
0.004000000000002668,2027-03-01
0.061199999999996924,2027-04-01
0.060349999999995796,2027-05-01
0.058649999999999425,2027-06-01
0.0569500000000005,2027-07-01
0.05269999999999997,2027-08-01
0.11370999999999754,2027-09-01
