valor,fecha
1.9036915,2021-01-01
1.0928931300000007,2021-02-01
1.0235265699999965,2021-03-01
1.1564467499999997,2021-04-01
1.9995372599999908,2021-05-01
1.3276032199999985,2021-06-01
1.1817671000000027,2021-07-01
1.0327708199999999,2021-08-01
1.0511873399999991,2021-09-01
0.8219000000000022,2021-10-01
9.629459999999993,2021-11-01
2.3705299999999996,2021-12-01
4.007499999999997,2022-01-01
2.4016800000000047,2022-02-01
2.5449699999999984,2022-03-01
6.639269999999996,2022-04-01
3.564229999999995,2022-05-01
2.801759999999998,2022-06-01
2.304780000000001,2022-07-01
1.926170000000001,2022-08-01
1.7538399999999998,2022-09-01
4.234339999999999,2022-10-01
1.8852000000000004,2022-11-01
1.2870299999999975,2022-12-01
1.0499000000000005,2023-01-01
0.98701,2023-02-01
0.8493299999999986,2023-03-01
0.7796199999999998,2023-04-01
7.189240000000002,2023-05-01
3.358400000000002,2023-06-01
2.0271600000000007,2023-07-01
1.5778499999999984,2023-08-01
2.7255699999999976,2023-09-01
17.028489999999994,2023-10-01
4.232499999999998,2023-11-01
3.518809999999988,2023-12-01
4.011549999999998,2024-01-01
3.049880000000006,2024-02-01
6.224300000000001,2024-03-01
3.993900000000003,2024-04-01
3.4431000000000056,2024-05-01
3.420979999999994,2024-06-01
3.420360000000008,2024-07-01
3.41255,2024-08-01
10.013950000000001,2024-09-01
4.731600000000004,2024-10-01
3.390970000000001,2024-11-01
19.64794999999999,2024-12-01
10.730139999999997,2025-01-01
13.94539000000001,2025-02-01
13.84665,2025-03-01
9.466460000000021,2025-04-01
7.575560000000004,2025-05-01
7.502069999999998,2025-06-01
5.272229999999997,2025-07-01
5.535750000000004,2025-08-01
4.0203600000000055,2025-09-01
2.749999999999992,2025-10-01
6.0610000000000035,2025-11-01
4.0059999999999905,2025-12-01
3.141999999999986,2026-01-01
2.7200000000000015,2026-02-01
2.647000000000011,2026-03-01
2.2250000000000045,2026-04-01
2.0239999999999965,2026-05-01
1.6569999999999996,2026-06-01
1.305999999999997,2026-07-01
1.2680000000000002,2026-08-01
0.917999999999999,2026-09-01
1.0238600000000018,2026-10-01
4.311009999999996,2026-11-01
1.3423999999999991,2026-12-01
1.1385900000000004,2027-01-01
0.9561400000000019,2027-02-01
1.2190000000000003,2027-03-01
1.3094600000000023,2027-04-01
1.174019999999996,2027-05-01
1.0025499999999994,2027-06-01
0.8609400000000005,2027-07-01
0.7379699999999998,2027-08-01
3.3713899999999954,2027-09-01
